gene	pLI
IRS1	2.3645e-02
PJA2	2.3740e-02
AGPAT6	8.8075e-02
C1QTNF5	8.3565e-01
ANTXR2	8.6921e-02
DUSP7	6.9024e-01
GALNT4	2.6691e-01
LZTS2	4.6089e-02
RFFL	4.0723e-01
SIRT1	8.7326e-02
KIAA1549L	1.2946e-07
CBL	6.0921e-04
YWHAH	7.8366e-01
GART	2.7711e-04
MCF2L	2.7178e-07
UNC119B	7.8353e-01
TMEM72	7.8369e-01
GABARAPL1	8.3532e-01
AKTIP	4.0379e-01
CACNA1H	4.7778e-10
COL8A1	4.0510e-01
USP21	2.6379e-03
TRIP11	1.7140e-12
CDCA3	6.8850e-01
TECPR1	2.7083e-07
FKBP4	1.5539e-01
COL15A1	2.5406e-08
DNM1L	5.6753e-04
CBX7	6.8534e-01
HNF4A	1.5285e-01
CSF2	8.3468e-01
HYDIN	2.2706e-24
MBNL3	6.8597e-01
RGS1	7.8178e-01
MORC1	5.8802e-06
PNPLA8	1.1024e-02
EPRS	1.0353e-09
TBC1D10C	1.5364e-01
IL27	7.8232e-01
ZNF81	5.5402e-01
SH3RF1	1.0761e-02
NXT2	8.3442e-01
PDE3B	5.7226e-05
RHBDF2	1.1919e-03
CHPF	1.5067e-01
OLIG3	8.3391e-01
NAP1L2	7.8108e-01
PEG3	2.6257e-05
NFXL1	1.2429e-05
IL1R1	1.5126e-01
PXN	8.2342e-02
SPDYA	5.5100e-01
MYPN	2.6110e-06
MYO1F	2.3663e-07
KCNAB1	4.2256e-02
SLC9A2	2.4247e-03
SEH1L	1.4936e-01
FYTTD1	3.9504e-01
PPP1R15B	1.5053e-01
FAT2	6.0230e-18
SMAD7	5.4854e-01
PTEN	2.5651e-01
SPRYD3	1.4961e-01
RPS15	8.3284e-01
AADAT	1.4641e-01
SSU72	7.7861e-01
ZNF574	8.0197e-02
SETD3	2.0840e-02
PALLD	5.2547e-06
ABCB4	2.2138e-07
NFYA	1.4619e-01
EDF1	7.7742e-01
FUT8	9.9264e-03
PDIA4	7.7979e-02
HMGA1	8.3209e-01
FAM134A	2.4917e-01
TPM4	3.8852e-01
KLHL18	7.8160e-02
FNTB	7.8838e-02
RBM44	1.0793e-03
ZNF398	1.4568e-01
MAP2K5	4.7650e-03
FARP1	5.0676e-06
RABGAP1L	1.0938e-04
SLC30A3	5.4210e-01
MAL	8.3197e-01
PELI1	3.9038e-01
BTBD7	1.0760e-04
RNF138	6.7535e-01
RAB9A	8.3175e-01
ZNF12	3.9662e-02
DHDDS	2.4533e-01
FGF8	6.7676e-01
UNC93B1	1.4280e-01
HCK	1.9760e-02
CTNNBL1	9.7107e-03
PDE5A	1.0643e-04
KCNJ6	5.4063e-01
LPIN2	5.0260e-05
MXD4	7.7635e-01
ADAD1	3.8952e-02
KLHL20	9.4141e-03
SLC18A2	7.5523e-02
VARS	1.8014e-08
EIF1	8.3070e-01
CALB1	2.4308e-01
TFG	1.4061e-01
GPC6	1.4181e-01
ZC3H12A	1.4015e-01
CERS6	3.8583e-02
ALDH1A3	1.4128e-01
SIPA1	4.5822e-03
ZSCAN20	4.8141e-04
KIAA1279	7.5682e-02
DMPK	3.8339e-02
KIF13B	2.1366e-12
FAM46D	8.3028e-01
NAPA	2.3987e-01
SLC25A11	5.3487e-01
PLA2G15	3.7838e-01
VASN	6.7248e-01
SOX8	6.7167e-01
RASGRP3	9.1132e-03
EMILIN1	4.3908e-03
NDNF	3.8029e-01
CTB-102L5.4	7.7337e-01
ZNF112	9.2003e-03
FSIP2	4.6257e-28
GPR85	7.7281e-01
CHTF8	8.2949e-01
STYX	3.7747e-01
TMEM178A	6.6946e-01
FOXI1	7.7268e-01
RAB4B	6.7089e-01
RNF208	8.2963e-01
ATP6V1E1	5.2800e-01
TMEM184B	3.7295e-01
NELFA	1.3469e-01
NDFIP2	5.2743e-01
GPR114	1.3444e-01
NEUROD1	7.7109e-01
SEC23IP	1.9318e-05
SLC7A5	2.3505e-01
CNTN3	1.9893e-05
OSBP2	4.3434e-04
FGF7	7.7089e-01
MSANTD3-TMEFF1	2.3697e-01
HINFP	3.6850e-02
LARP6	6.6874e-01
NEFM	1.7983e-02
PCSK7	4.1859e-03
RPS6KA1	1.9056e-03
CNNM1	1.7607e-02
SHOX	6.6566e-01
USP36	1.8770e-05
EIF2AK2	1.7643e-02
PDE3A	1.9291e-04
ARHGEF3	4.0454e-03
DMWD	3.6917e-01
GOLGA4	9.4810e-16
VAX1	7.7050e-01
NFE2	6.6693e-01
ZNF366	7.0315e-02
ZNF784	8.2859e-01
ZNF791	1.3394e-01
GAL3ST1	6.6559e-01
RNF25	1.7639e-02
TNPO3	1.7546e-06
NCS1	6.6434e-01
BRD8	1.5564e-07
TAF6L	7.0105e-02
GPR98	3.1737e-39
ALS2	8.7204e-12
MAPK9	6.9738e-02
CNTNAP4	7.7552e-07
DNAJC3	1.7493e-02
FAM179B	1.3330e-08
UBAP2	3.4324e-07
FAM57B	6.6468e-01
CXADR	3.6867e-01
SEMA3C	8.7445e-04
FAM134C	1.3001e-01
CPS1	1.0947e-09
MTA3	3.4350e-02
MAEA	2.2741e-01
CDV3	7.6817e-01
TMEM184C	6.8601e-02
TTC13	1.7390e-05
CHRD	3.7942e-05
RHOC	7.6766e-01
PALM	5.1902e-01
HES7	8.2700e-01
TUBG1	1.2882e-01
RP11-73M18.2	3.8712e-04
ZHX2	3.3720e-02
ADIPOR2	3.6218e-01
DNAJB11	2.2551e-01
PAK1IP1	3.6265e-01
CPNE8	8.0248e-03
PEX14	2.2566e-01
SNX25	8.1780e-05
ZNF853	1.7819e-03
AIP	3.6163e-01
CXCL13	8.2566e-01
ZIC5	7.6534e-01
TGFBR2	1.2535e-01
EPB41	3.5942e-05
TRAK1	3.7311e-04
G3BP1	3.3122e-02
ALX4	3.5736e-01
TSPAN9	6.5913e-01
ALDH18A1	8.1212e-04
BIRC3	6.5597e-02
CNTN4	3.3013e-06
GXYLT1	1.2503e-01
TEFM	5.1424e-01
ETAA1	7.7974e-03
RBM3	8.2616e-01
ESRRB	1.2609e-01
ITGB3	1.7189e-03
NLRP3	8.1103e-04
PARN	3.7303e-04
SCARB1	6.6228e-02
BDNF	6.5626e-01
HTR2A	5.1124e-01
CDKAL1	1.6021e-02
SLC44A5	7.6779e-05
FLRT3	2.2014e-01
FBXL2	7.5282e-03
NADK2	6.5215e-02
RNF170	5.1091e-01
TTL	3.5695e-01
MAPK4	2.1895e-01
RPL38	8.2550e-01
TDRKH	3.2356e-02
ZNF668	2.2086e-01
RAB39B	8.2529e-01
AC104534.3	5.1076e-01
TCF21	8.2553e-01
FBLN2	7.0135e-06
PAM	6.9340e-06
RACGAP1	1.7041e-03
ZNF646	6.7754e-06
CPLX1	8.2499e-01
CACNA1S	6.2588e-12
ZFP90	3.1662e-02
NCOA7	3.2987e-05
NRBP2	1.5594e-02
EPHA5	7.2877e-05
CKAP4	5.0863e-01
VAV2	3.1086e-06
PKMYT1	2.1858e-01
LIMK2	1.5610e-02
TMEM181	7.4859e-03
NAA10	7.6179e-01
COL4A3	1.0699e-12
NALCN	8.5243e-14
FEM1B	3.4865e-01
CFB	3.3549e-04
BRD9	1.5373e-02
MBD2	3.4957e-01
AKAP5	6.5191e-01
OSBPL1A	2.5760e-07
SIX1	6.5297e-01
CHRDL1	2.1640e-01
RHOV	7.6153e-01
RNF26	6.5284e-01
SCAP	2.9094e-06
DHCR24	3.1029e-02
POLDIP3	1.1779e-01
MYLPF	7.6035e-01
PRKAR2A	1.1865e-01
MSTN	5.0520e-01
PLD5	3.0678e-02
KCTD9	6.1749e-02
SSH1	3.3003e-04
PXDN	2.5126e-07
RPA2	5.0461e-01
SCAMP5	6.5099e-01
FBXO34	1.1660e-01
HACE1	6.0798e-06
INPP5F	2.3623e-07
SLC25A19	6.4923e-01
RGS10	7.5933e-01
ZBTB7B	3.4362e-01
KLHL12	3.0342e-02
PPP2CB	3.4419e-01
RBM7	6.4753e-01
SLA	3.4325e-01
STK4	1.4598e-02
GFRA1	1.1750e-01
GKAP1	6.1133e-02
NHSL2	1.1655e-01
PHLPP2	1.2128e-06
AKAP17A	5.0167e-01
DHX29	3.7730e-09
ZW10	1.4855e-03
CSRNP1	3.4269e-01
TNFSF8	7.5809e-01
CTSS	3.4178e-01
MPHOSPH8	1.4733e-03
IGSF21	2.0912e-01
SRRM3	2.0868e-01
JAK3	5.9311e-06
KCNA6	4.9728e-01
FAM49A	2.0603e-01
ARPC5	8.2150e-01
SPPL2A	2.8995e-02
LARS	8.2142e-09
RNF6	1.3890e-02
FARSA	1.4084e-02
RAB33A	8.2154e-01
SLC11A2	6.6528e-03
FRMD8	1.1432e-01
TDRD15	1.1997e-05
SH3RF3	2.8368e-02
ANKRD44	3.3657e-01
GATA4	4.9308e-01
GYS1	2.9140e-04
AKAP2	6.0664e-05
BTF3	7.5624e-01
ST8SIA1	4.9300e-01
KDM1B	1.4005e-03
PALM2-AKAP2	6.0664e-05
SLC4A3	1.2270e-05
POM121	5.7971e-02
EPHA3	1.1953e-05
GOLGA5	5.9628e-05
POLD1	2.4179e-06
CCDC88B	1.3990e-09
CYHR1	4.9115e-01
PDE1A	1.3549e-02
SHROOM2	2.9403e-03
GPR88	7.5488e-01
CTBP2	1.3557e-03
RPL24	6.4137e-01
TBC1D19	6.3144e-04
AKAP3	5.6438e-02
ZNF622	1.1086e-01
CORO2B	5.6849e-02
PAGE1	8.2048e-01
MYLK	9.1706e-12
GK5	6.3366e-03
SLC23A2	6.2629e-03
NGF	8.2026e-01
TSNAX	4.8922e-01
SLC25A42	4.8948e-01
IQCJ-SCHIP1	2.7313e-02
SMNDC1	6.3777e-01
CDKN1C	8.1963e-01
PARK7	7.5335e-01
CTDP1	5.9966e-04
RHBDD2	6.3858e-01
SPCS3	8.1991e-01
ACBD5	6.1480e-03
ITGA6	1.9014e-07
SRSF9	6.3924e-01
TECR	1.0845e-01
DUSP9	8.1981e-01
TRIM13	6.3660e-01
DRG1	3.2895e-01
CEP85	2.7043e-04
C7orf55-LUC7L2	5.5280e-02
FBXO8	4.8562e-01
SLC5A6	6.0821e-03
ZFP36	7.5244e-01
KIAA1522	2.6865e-02
LLGL1	2.4685e-05
LRPPRC	2.3019e-10
NFS1	5.5351e-02
GAS1	8.1915e-01
POC1B-GALNT4	1.0708e-01
ADAMTSL1	3.1241e-12
ADAM11	1.0387e-05
MUM1L1	4.8293e-01
METAP1	1.0521e-01
NSUN2	2.5826e-04
PLEKHA7	6.2200e-09
KIAA1211	5.3193e-05
NRROS	3.2564e-01
ERP29	7.5108e-01
TRMT12	3.2607e-01
RHBDL1	3.2394e-01
KCNK5	3.2518e-01
KLHDC2	2.6499e-02
STK35	4.8076e-01
BZW2	1.0480e-01
CGGBP1	8.1819e-01
KIAA0247	6.3265e-01
MTPN	8.1778e-01
FAM81A	1.9196e-01
PDE8A	1.1503e-04
WDR11	1.3704e-08
KCNC2	1.8911e-01
EIF3E	5.1960e-02
KLC4	1.1939e-03
RTL1	5.6135e-03
NFKBID	3.1905e-01
STK25	5.1875e-02
RANGAP1	2.5531e-02
SEMA4B	5.4103e-04
TIMP3	6.3037e-01
AVL9	2.6324e-03
ITGA3	3.5545e-07
SSR3	7.4736e-01
SSTR1	7.4730e-01
VPS29	7.4696e-01
GATM	5.1418e-02
WDR81	6.7458e-08
AGPAT4	1.0210e-01
PPM1L	4.7287e-01
FBXL7	3.1497e-01
SLC35F3	9.9600e-02
COL14A1	1.4327e-14
COL18A1	1.7414e-10
TSPAN7	7.4577e-01
HVCN1	6.2735e-01
HYAL2	1.8682e-01
WIPF2	1.8669e-01
NIPSNAP1	1.0005e-01
ADCY8	1.7766e-06
RAB3GAP1	1.4523e-07
TAC1	7.4608e-01
KIAA1324L	2.0360e-05
CHP1	6.2667e-01
RAD23A	1.8355e-01
UBTD1	7.4558e-01
ITM2B	6.2589e-01
F2	1.1118e-03
METRNL	7.4538e-01
DCN	3.1231e-01
CLPB	4.9945e-04
FGG	4.9630e-02
MYLIP	1.8431e-01
SACS	1.0852e-23
RAB5A	6.2452e-01
ZC2HC1A	3.0952e-01
RTEL1	8.8674e-10
TTC18	5.8673e-08
RAP1A	6.2227e-01
PLEKHH1	4.6782e-09
UNC13C	2.1692e-15
UBE2A	8.1500e-01
SLC16A10	3.0853e-01
ADAMTS19	5.9648e-08
SLC23A1	2.3504e-02
NUTM1	2.3642e-03
FGF12	6.2294e-01
FAM188A	1.1165e-02
SGCE	2.3761e-02
MAF	7.4382e-01
NES	1.6236e-06
KIF18B	2.3090e-03
OSBPL3	1.5850e-06
UAP1	2.3389e-02
MFSD2A	1.1025e-02
TOP3B	2.1389e-04
SRPX2	4.8120e-02
FGD6	2.4019e-08
PTGFRN	4.7574e-04
EHD2	3.0763e-01
MST4	3.0798e-01
VPS11	1.8905e-05
PAGR1	7.4265e-01
PAGR1	7.4265e-01
FKBP1A	8.1452e-01
PRKAR1B	1.7935e-01
AMER3	6.1869e-01
LDLRAD4	6.2011e-01
VGLL1	8.1365e-01
CAMK2D	2.2870e-03
RBM12B	4.9816e-03
DIO2	6.1960e-01
FGF20	8.1379e-01
KDM4C	6.5189e-07
REPIN1	9.4730e-02
TLX1	7.4161e-01
TSSK6	7.4100e-01
ERLIN1	1.7751e-01
ACBD3	1.0653e-02
MDC1	2.2689e-08
SH3BP1	1.0463e-02
CPSF1	3.1043e-10
FAM115A	6.1756e-01
ARFGAP2	4.8866e-03
TWISTNB	6.1708e-01
OTP	7.4039e-01
PIN1	7.4031e-01
SHC3	4.6457e-02
GOLGA1	1.4256e-06
SLC7A14	2.2116e-02
B3GNT3	7.3888e-01
OXCT1	4.7279e-03
TRPC7	1.9479e-04
RALYL	4.5873e-01
ASPHD2	4.5902e-01
MUM1	2.1523e-03
NCK2	4.5789e-01
PLEKHM2	1.7077e-05
ZBTB11	3.2012e-06
SHROOM1	4.5738e-02
RNF112	2.1835e-02
WDR75	1.7127e-05
USP39	1.0380e-02
CPOX	1.7152e-01
ICAM5	2.1390e-03
NFIC	9.0534e-02
PIP5K1A	2.0938e-03
TP53INP2	8.1170e-01
DNAJA1	9.0813e-02
ODC1	1.6966e-01
ERC1	1.0574e-07
BARHL2	6.1149e-01
KIFAP3	1.5803e-05
SSB	8.9615e-02
CYB561	6.1092e-01
SEPT3	8.9413e-02
EIF5A	7.3709e-01
BEND2	8.8486e-02
FAM178A	2.8868e-06
RP11-565P22.6	8.1065e-01
A2M	4.5229e-11
IFT46	1.6822e-01
MORF4L2	8.1082e-01
NEUROG2	8.1093e-01
FH	8.8240e-02
TPST1	2.9239e-01
FAM222B	2.9182e-01
UBL3	7.3544e-01
NAA50	7.3486e-01
MLEC	6.0716e-01
CX3CL1	6.0837e-01
PHTF2	1.7719e-04
DLD	9.5142e-03
C12orf5	7.3480e-01
WLS	2.0463e-02
MVK	1.6679e-01
UBE3B	4.1871e-08
SSFA2	5.3472e-07
GDAP1L1	4.4530e-01
KLHL32	9.3469e-03
LMAN1	4.2632e-03
SURF4	6.0564e-01
GMNC	4.4666e-01
CRNKL1	2.7151e-06
UQCRC1	2.0028e-02
PDK3	4.4547e-01
LRRTM4	8.5808e-02
CAP1	1.9817e-02
PHKA1	2.0904e-07
CNTNAP2	2.8673e-09
LMBRD2	1.6404e-04
LSM11	6.0438e-01
CPNE5	3.7837e-04
FOXA3	7.3257e-01
EMC3	2.8563e-01
S1PR1	7.3269e-01
CENPC	7.3778e-05
CNOT6	1.9515e-02
DMAP1	4.1133e-02
TNFRSF11B	1.6171e-01
NUP50	2.8337e-01
HOXD3	4.4051e-01
LAMTOR3	7.3130e-01
PPIL2	8.2347e-04
EIF4H	4.3982e-01
C12orf66	4.4192e-01
ITGA11	8.6610e-08
PTCHD2	3.6260e-08
APOO	6.0201e-01
SCAMP2	1.6007e-01
HDC	4.1094e-03
SEPT8	8.4191e-02
SHF	1.6039e-01
SYT4	4.3924e-01
MAB21L2	4.3769e-01
TXNIP	1.5918e-01
RIN2	8.1408e-04
ZNF385A	2.7980e-01
NOL9	8.8840e-03
CCNB1	1.5993e-01
REEP2	4.3941e-01
SLC10A3	8.0710e-01
NAPG	8.1162e-02
LSM14A	3.9870e-02
IDH3A	1.5704e-01
AMIGO2	5.9743e-01
CXCR5	7.2861e-01
DND1	4.3615e-01
RNF169	3.9503e-02
IGDCC4	2.3605e-06
CHFR	7.8671e-04
CCSER1	7.8900e-04
SULT2B1	4.3553e-01
INTS7	1.2557e-05
STRIP1	1.2538e-05
ACSL3	3.4758e-04
BCL2L2-PABPN1	2.7913e-01
USP54	3.3877e-11
TRHDE	1.0218e-06
CCDC120	4.3409e-01
LRRC59	4.3432e-01
GBF1	4.7521e-15
H3F3B	8.0682e-01
ZKSCAN2	2.8416e-05
ADORA2A	5.9710e-01
GNL2	6.5200e-05
DOK6	1.5534e-01
WDR45B	1.5624e-01
RNF216	2.2561e-06
ALOX12B	7.5626e-04
ANKRD33B	4.3225e-01
SNCAIP	3.2848e-04
ADCY7	9.4815e-07
PDLIM5	1.6769e-03
ZNF655	1.5423e-01
MCM4	1.4571e-04
RLTPR	2.9337e-11
CTD-2132N18.3	4.3241e-01
PDHB	1.5201e-01
NOP58	3.6520e-03
ARL4A	8.0528e-01
DBNL	1.7939e-02
ARHGEF4	7.3570e-04
C14orf2	8.0540e-01
HNRNPDL	7.7954e-02
SSR1	2.7060e-01
SMAP2	1.7751e-02
ZNF184	3.6775e-03
KIF2C	2.5765e-05
SGPL1	3.6264e-03
WWC2	1.5899e-07
SEC11C	7.2415e-01
SLC39A14	1.5001e-01
RIPK1	7.9441e-03
USP2	6.9050e-04
SNRPC	7.2303e-01
SNRPG	8.0443e-01
CPSF4	2.6766e-01
OSBPL5	4.6494e-06
HDX	7.5851e-02
PCMTD1	2.6735e-01
POLG	2.0756e-09
TMEM229A	5.8955e-01
TOM1L2	1.5723e-03
EPHA2	1.0730e-05
NDUFB11	8.0382e-01
FA2H	1.4678e-01
ELMO2	1.0384e-05
CREBL2	7.2167e-01
DPY19L1	1.3176e-04
NFKBIB	4.2245e-01
HSPE1	8.0379e-01
UBALD1	8.0320e-01
HIF1AN	7.3885e-02
PSMD7	2.6367e-01
CD40LG	7.2079e-01
POU6F2	1.5216e-03
LAMTOR1	7.2085e-01
NANOG	7.2022e-01
SEC61A2	7.3737e-03
PAX7	1.4469e-01
AK5	3.3057e-03
PEX3	1.6335e-02
FARSB	3.2955e-03
ROR2	1.2401e-04
DIO1	5.8399e-01
FBXO47	3.5287e-02
CTD-3193O13.9	1.4402e-01
ABI3BP	1.0074e-08
TRPM7	5.2086e-16
TGFA	7.1981e-01
NCAPH2	2.8787e-04
PRKRA	4.1653e-01
SP7	5.8269e-01
SLC44A2	1.1917e-04
NUP93	1.7535e-06
AP1AR	1.4205e-01
TTC39A	6.3050e-04
CHRNB4	1.4270e-01
RPS15A	8.0200e-01
C10orf2	3.2311e-03
SLC35A2	7.1792e-01
VAPB	5.8111e-01
NID2	4.1103e-09
LPP	7.1908e-03
YIPF3	1.4123e-01
NDUFS2	1.4212e-03
ZC3H8	2.5738e-01
SNRPD2	8.0129e-01
PCDH11X	1.5836e-02
PRRT2	5.7919e-01
ATP8B1	2.7666e-10
ESRRG	7.1232e-02
CD200	4.1359e-01
MBNL2	2.5602e-01
SUN1	9.1868e-06
BCAP29	2.5556e-01
PIP4K2A	1.4155e-01
PTPN5	1.4228e-03
ANKRD40	2.5435e-01
E2F2	2.5505e-01
TUB	3.1466e-03
UBA6	3.7296e-09
ARAP2	8.7668e-14
TNIP3	1.5440e-02
GFI1	2.5492e-01
TSR2	8.0082e-01
WDR52	6.1049e-15
KCND1	2.5536e-01
RBM38	7.1583e-01
WDR19	4.6320e-11
KIAA1045	7.0044e-02
HNF4G	7.0708e-02
EFTUD1	5.1247e-08
UPRT	5.7840e-01
BHLHE22	7.9994e-01
F5	5.9190e-15
SLC5A7	1.5272e-02
MCM5	5.9281e-04
FERMT3	2.6014e-04
COL6A3	1.8131e-20
CDK5	1.3892e-01
EML3	3.7480e-06
NYNRIN	1.4848e-09
PRTG	1.1959e-07
NELFE	6.8950e-03
HEPH	4.6122e-05
DNAH2	1.2998e-44
SLC37A1	5.8122e-04
CHST11	4.0602e-01
PAK1	1.3306e-03
TKT	6.7480e-03
TMTC3	4.6335e-05
DCLK3	1.3686e-01
NXF2B	7.1333e-01
PKP1	5.8339e-04
RPL32	7.9962e-01
TMEM198	4.0662e-01
GBX2	7.1347e-01
TFPI	2.4770e-01
TYK2	4.4963e-08
ZNF205	3.2326e-02
FAM199X	5.7269e-01
CCPG1	5.6126e-04
SLC5A5	2.9492e-03
TAPT1	3.2078e-02
CD74	2.4889e-01
CPNE2	1.3021e-03
MTCH2	3.1932e-02
SNRPD1	7.9903e-01
RBM8A	5.7268e-01
BMX	6.6730e-03
IGLON5	4.0274e-01
PLEKHG5	3.3605e-06
CLPP	5.7106e-01
MMGT1	7.9834e-01
MTMR9	1.2631e-03
GPC2	3.1538e-02
ESYT2	7.7928e-06
PLEKHM3	1.0037e-04
CHSY3	2.8439e-03
MARCH4	1.3283e-01
HMGB3	7.9758e-01
GPATCH2L	2.8216e-03
CDH23	3.1819e-06
DEK	1.3065e-01
PSTPIP2	2.8024e-03
ABAT	6.3216e-03
OVOL2	7.0889e-01
TMEM47	7.9685e-01
CNPY3	3.9757e-01
CHN1	3.0508e-02
RPL34	7.0885e-01
MFF	6.5397e-02
NEURL1B	7.0887e-01
SYTL4	1.4122e-02
IL15	7.0859e-01
ARHGAP27	1.2114e-03
DSEL	7.2945e-06
PTPRN2	5.3920e-07
MAP6	3.9507e-01
PTPN3	6.7060e-09
POU2AF1	5.6553e-01
RP11-101E3.5	7.0721e-01
CHGA	3.0369e-02
CLCC1	6.2025e-03
HES1	7.0720e-01
MYRIP	7.2179e-06
ASCC3	1.1501e-20
KL	2.2444e-04
PABPN1	3.9216e-01
ZFP28	2.1901e-04
AMPH	1.7006e-05
SOX2	7.0662e-01
TRAPPC11	4.5628e-10
BTBD3	1.2831e-01
TSSC1	6.3628e-02
ITPR3	2.5541e-22
SPOCK3	1.3583e-02
MAPT	6.0258e-03
LMO3	7.0695e-01
PLK4	7.0844e-06
SLC24A1	9.2153e-05
BMP7	1.2727e-01
SEC63	2.0818e-07
NUP107	2.5555e-09
UBE2E1	7.0538e-01
SNX8	6.2391e-02
VGLL2	7.0547e-01
GFY	5.6196e-01
RABEP2	1.1388e-03
FBRSL1	5.8888e-03
GRK6	4.8726e-04
SNRPF	7.9498e-01
BICD1	1.5724e-05
SMYD5	1.3063e-02
ST6GAL1	2.3410e-01
DTX2	2.8903e-02
ANKRD13A	2.0646e-04
SRM	2.3479e-01
DEF8	2.5904e-03
CRYBB2	3.8956e-01
GPR101	7.0375e-01
KDM5B	7.9102e-15
PROS1	4.7089e-04
EIF2AK4	1.2356e-15
THSD4	4.8082e-07
WFDC2	7.9406e-01
PVRL1	6.1154e-02
CEBPZ	6.5282e-06
CACHD1	5.8276e-09
SH3BP4	2.5338e-03
SLC24A2	5.7133e-03
HEG1	1.8858e-07
SASH3	3.8496e-01
ABCF3	1.5114e-05
C10orf76	6.2765e-06
C16orf62	2.2319e-09
PPOX	2.8290e-02
DNAH6	1.1201e-36
KCNMB2	5.5440e-01
MEX3B	5.5508e-01
IL34	5.5444e-01
LIN28B	5.5513e-01
RCL1	5.9378e-02
KCND2	1.2477e-02
SLC43A2	5.5443e-03
ZSWIM4	7.9168e-05
CD248	5.9017e-02
OPCML	2.2804e-01
KCNJ8	3.7965e-01
LZTFL1	5.9115e-02
MLH1	3.4100e-05
C15orf39	5.4058e-03
CECR6	6.9941e-01
CTAGE5	1.0326e-06
MYH7	4.2385e-16
GLCCI1	5.9030e-02
RRP12	5.7892e-11
NCAPH	8.0147e-05
DYNC2H1	1.1366e-44
RER1	3.7879e-01
SMIM14	7.9188e-01
BOC	1.7426e-07
BOLL	5.8307e-02
OLA1	5.8062e-02
MADD	1.5363e-14
BRMS1L	5.7843e-02
TUBE1	2.6894e-02
FOXE1	7.9203e-01
TTC39C	4.3602e-04
NSRP1	1.2099e-02
RGS14	2.3174e-03
PEA15	7.9212e-01
ANHX	2.2619e-01
PIANP	3.7791e-01
TGFB1I1	2.7032e-02
SPOPL	1.1897e-02
CD244	5.7288e-02
SGK1	2.3046e-03
ZNF518B	2.2867e-03
PCM1	3.7067e-16
ICA1	9.9069e-04
RPRD1A	2.2180e-01
FAM211A	6.9582e-01
COL6A2	6.5112e-08
PISD	2.2170e-01
SGMS2	5.6938e-02
RTCB	5.2059e-03
ASB9	6.9649e-01
KDSR	1.1662e-01
HOXB5	6.9589e-01
B4GALNT4	2.2451e-06
C2orf42	5.1430e-03
SNX17	2.2034e-03
NDRG4	1.1627e-02
FAM105B	2.2010e-01
PTGER3	3.7217e-01
SLC30A4	1.1544e-01
ZBTB22	2.1918e-01
NOP14	2.1363e-06
NOTUM	2.1564e-03
HHEX	5.4289e-01
STK24	1.1293e-02
NDRG1	1.1324e-02
ABL2	3.6365e-07
CKB	2.1890e-01
TECTA	2.9863e-16
CTCFL	3.9547e-04
TRIM23	3.9370e-04
BUB1B	6.9980e-10
NFKBIL1	2.5515e-02
ZFY	6.9359e-01
CNOT8	2.1741e-01
FOXK2	2.5464e-02
IL18RAP	2.1796e-03
TFRC	6.9902e-05
ARMCX2	6.9249e-01
PIEZO1	3.9379e-21
CHIC2	5.4245e-01
EEPD1	5.4875e-02
NECAB1	2.5009e-02
WNT9B	5.4137e-01
NUB1	3.9037e-04
RPAP3	6.9941e-05
D2HGDH	5.4343e-02
MBOAT7	1.1300e-01
NCAPD2	1.0776e-12
WRNIP1	2.4592e-02
MCAM	1.5954e-04
CRHBP	2.1476e-01
NAPB	1.1216e-01
FASTK	4.7199e-03
GPS2	5.3179e-02
CDCA7	1.0816e-02
CDK2AP2	7.8801e-01
AGGF1	2.7334e-05
ISLR2	1.1102e-01
CIITA	1.3618e-07
ATP13A2	8.9582e-09
BSDC1	2.4080e-02
YKT6	3.6157e-01
ELF1	1.0650e-02
SLC25A25	2.3986e-02
FAM102A	1.0983e-01
MINOS1	7.8732e-01
SLC22A17	1.0603e-02
CDH12	3.6444e-04
DDR1	4.6331e-06
SEC24A	8.7713e-09
SEC24D	1.3348e-07
PTPRN	7.9561e-07
ULK3	2.0258e-03
KLHL28	2.3745e-02
TSEN34	3.6130e-01
COL4A2	3.5842e-15
MCM2	2.6301e-05
PIWIL4	1.8323e-06
FHDC1	6.3360e-05
USF1	2.3545e-02
TMEM170B	7.8657e-01
PDE7A	4.5645e-03
NKX2-1	3.5874e-01
CABIN1	3.2844e-17
SH2D3C	3.5085e-04
SP140	4.9994e-08
DDX60	5.2091e-16
SIAH2	6.8669e-01
ENPP1	4.9944e-08
NDST3	1.0699e-05
FSTL3	6.8658e-01
RPS16	6.8713e-01
UNC13B	3.1530e-17
ACAP3	4.4135e-06
DNAJB5	2.0629e-01
SYN3	1.8871e-03
KCNC3	2.0575e-01
SEZ6	1.7486e-06
MTTP	1.0400e-05
TMX3	4.4014e-03
URB1	1.2231e-17
FLRT1	3.5651e-01
GALNT1	1.9091e-03
DDX43	2.4641e-05
RALGAPA2	3.0325e-17
PLA2G4A	5.9817e-05
DNAJC8	5.0961e-02
JUP	8.0103e-04
MLH3	4.9023e-08
ADCK5	4.3693e-03
MBTPS1	7.5901e-09
ULK2	1.8770e-08
GTF3C3	6.9686e-07
GALNT16	1.3872e-04
TRMT5	4.9774e-02
C7orf25	3.5388e-01
MYBPC3	8.0087e-11
TMEM9B	5.3075e-01
RAB4A	2.0260e-01
CDX2	5.2887e-01
NSFL1C	4.9492e-02
ARR3	1.0401e-01
CLP1	2.0272e-01
